"Xi'an Jiaotong-Liverpool University" OR "Xi'an Jiaotong Liverpool"~10 OR text:"XJTLU" OR "XJTLU Entrepreneur College taicang"~10 OR ("XJTLU Entrepreneur College" AND "taicang") NOT ("Xi'an Jiaotong-Liverpool University Affiliated School") Articles,
Total Hits: ,137,

Date,Media Type,Media Outlet,Title,Link,Author,Sentiment,Desktop Readership,Mobile Readership,Total Readership,Shares,Ad Equivalency,Article Impact,SEO Impact,Tags,Country,State,City,
12/17/2023,Blog,Hpility SG,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931197&startDate=1702757340000&endDate=1702930140000"", ""https://www.hpility.sg/news/?rkey=20231217AE95944&filter=21063"")",,positive,313,784,1097,0,$2.06236,Low,25.0,,Singapore,,,
12/17/2023,News,KakiDIY,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930278&startDate=1702757340000&endDate=1702930140000"", ""http://kakidiy.com/news.html?rkey=20231217AE95944&filter=18823"")",,positive,562,500,1062,0,$1.99656,Low,16.0,,Malaysia,Selangor,Cyberjaya,
12/17/2023,News,Bravo Filipino,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930768&startDate=1702757340000&endDate=1702930140000"", ""https://bravofilipino.com/pr-newswire/?rkey=20231217AE95944&filter=21607"")",,positive,280,44,325,0,$0.611,Low,55.0,,Philippines,,,
12/17/2023,News,News Hub Asia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931189&startDate=1702757340000&endDate=1702930140000"", ""https://www.newshubasia.com/prnewswire/?rkey=20231217AE95944&filter=17397"")",,positive,940,21083,22023,N/A,$41.40324,Low,27.0,,Malaysia,Wilayah Persekutuan Kuala Lumpur,,
12/17/2023,News,www.tangenghui.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930042&startDate=1702757340000&endDate=1702930140000"", ""https://www.tangenghui.com/technology-consumer-electronics-newswire?rkey=20231217AE95944&filter=23094"")",,positive,1014,49,1064,0,$2.00032,Low,31.0,,United States,,,
12/17/2023,News,Asian Insurance Directory,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930626&startDate=1702757340000&endDate=1702930140000"", ""https://www.asiainsurancereview.com/PRNews?rkey=20231217AE95944&filter=6390"")",,positive,6089,13241,19330,0,$36.3404,Low,45.0,,United States,,,
12/17/2023,Blog,WalasTech,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916929977&startDate=1702757340000&endDate=1702930140000"", ""https://walastech.com/prnewswire/?rkey=20231217AE95944&filter=20912"")",,positive,1303,5791,7095,0,$13.3386,Low,26.0,,Philippines,,,
12/17/2023,News,GISF (HK),Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930594&startDate=1702757340000&endDate=1702930140000"", ""https://gisf.hk/index.php/en/market-info-eng/pr-newswire?rkey=20231217AE95944&filter=9826"")",,positive,87,500,587,0,$1.10356,Low,22.0,,Hong Kong,,,
12/17/2023,Blog,kayburn.blog,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930363&startDate=1702757340000&endDate=1702930140000"", ""https://www.kayburn.blog/pr-newswire-2/?rkey=20231217AE95944&filter=19475"")",,positive,319,500,819,0,$1.53972,Low,20.0,,Australia,Western Australia,Perth,
12/17/2023,News,Asean Food Travel,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931008&startDate=1702757340000&endDate=1702930140000"", ""https://aseanfoodtravel.com/prnewswire/?rkey=20231217AE95944&filter=19726"")",,positive,306,500,806,0,$1.51528,Low,17.0,,Malaysia,Wilayah Persekutuan Kuala Lumpur,,
12/17/2023,News,Infocommguide.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930991&startDate=1702757340000&endDate=1702930140000"", ""https://www.infocommguide.com/pr-newswire/?rkey=20231217AE95944&filter=5593"")",,positive,89,500,589,0,$1.10732,Low,11.0,,Singapore,,,
12/17/2023,News,The Chief Officer,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930445&startDate=1702757340000&endDate=1702930140000"", ""https://www.thechiefofficer.com/rss/news?rkey=20231217AE95944&filter=19774"")",,positive,175,500,675,0,$1.269,Low,11.0,,Malaysia,Wilayah Persekutuan Kuala Lumpur,,
12/17/2023,News,www.digfingroup.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930531&startDate=1702757340000&endDate=1702930140000"", ""https://www.digfingroup.com/company-news/?rkey=20231217AE95944&filter=26200"")",,positive,3558,112,3670,0,$6.8996,Low,38.0,,Hong Kong,,,
12/17/2023,News,NEW GRAVITē,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931184&startDate=1702757340000&endDate=1702930140000"", ""https://www.newgravite.com/news/?rkey=20231217AE95944&filter=19627"")",,positive,365,500,865,0,$1.6262,Low,17.0,,Singapore,,,
12/17/2023,News,100comments,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930873&startDate=1702757340000&endDate=1702930140000"", ""https://100comments.com/prnewswire/?rkey=20231217AE95944&filter=11563"")",,positive,9716,63338,73054,0,$137.34152,Low,31.0,,Malaysia,Wilayah Persekutuan Kuala Lumpur,,
12/17/2023,News,BorneoNews.Net,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930926&startDate=1702757340000&endDate=1702930140000"", ""http://borneonews.net/pr-newswire/?rkey=20231217AE95944&filter=16233"")",,neutral,976,816,1792,0,$3.36896,Low,22.0,,Malaysia,Sabah,,
12/17/2023,News,bitpinas.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931004&startDate=1702757340000&endDate=1702930140000"", ""https://bitpinas.com/pr-newswire/?rkey=20231217AE95944&filter=25322"")",,neutral,20722,25884,46607,0,$87.62116,Low,34.0,,United States,,,
12/17/2023,News,MyEverydayTech.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930346&startDate=1702757340000&endDate=1702930140000"", ""https://www.myeverydaytech.com/prnewswire/?rkey=20231217AE95944&filter=18689"")",,positive,1115,10882,11998,0,$22.55624,Low,29.0,,Malaysia,,,
12/17/2023,News,en.hteknologi.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916929920&startDate=1702757340000&endDate=1702930140000"", ""https://en.hteknologi.com/prnewswire/?rkey=20231217AE95944&filter=24744"")",,positive,104,500,604,0,$1.13552,Low,24.0,,Malaysia,,,
12/17/2023,News,China Briefing,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916929946&startDate=1702753740000&endDate=1702926540000"", ""https://www.china-briefing.com/news/partnernews/?rkey=20231217AE95944&filter=3396"")",,neutral,100240,97085,197325,0,$370.971,Medium,63.0,,China,Beijing,Beijing,
12/17/2023,News,Startup News Asia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931172&startDate=1702751940000&endDate=1702924740000"", ""https://www.startupnewsasia.com/pr-newswire-asia?rkey=20231217AE95944&filter=21049"")",,positive,165,500,665,0,$1.2502,Low,19.0,,Australia,Victoria,Melbourne,
12/17/2023,News,Telegraph,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930776&startDate=1702751940000&endDate=1702924740000"", ""https://www.telegraph.net.au/news/press-releases?rkey=20231217AE95944&filter=24775"")",,positive,504,1434,1938,0,$3.64344,Low,22.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,THE TIMES,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930450&startDate=1702751940000&endDate=1702924740000"", ""https://thetimes.com.au/news/press-releases?rkey=20231217AE95944&filter=24774"")",,positive,1007,2799,3807,0,$7.15716,Low,23.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,www.businesses.com.au,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931061&startDate=1702751940000&endDate=1702924740000"", ""https://www.businesses.com.au/news/press-releases?rkey=20231217AE95944&filter=24767"")",,positive,1391,1975,3367,0,$6.32996,Low,33.0,,Australia,,,
12/17/2023,News,NewsBlaze Australia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931098&startDate=1702751940000&endDate=1702924740000"", ""https://newsblaze.com.au/latest-news-pr-newswire?rkey=20231217AE95944&filter=12968"")",,positive,225,500,725,0,$1.363,Low,15.0,,Australia,South Australia,Murray Bridge,
12/17/2023,News,ModernAustralian.com,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930456&startDate=1702751940000&endDate=1702924740000"", ""https://www.modernaustralian.com/news/press-releases?rkey=20231217AE95944&filter=24783"")",,positive,1055,2594,3649,0,$6.86012,Low,31.0,,Australia,New South Wales,Sydney,
12/17/2023,News,News Pronto,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930365&startDate=1702751940000&endDate=1702924740000"", ""https://www.newspronto.com/business/press-releases?rkey=20231217AE95944&filter=24772"")",,positive,364,1219,1583,0,$2.97604,Low,25.0,,Australia,New South Wales,Parramatta,
12/17/2023,News,The Bulletin,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931044&startDate=1702751940000&endDate=1702924740000"", ""https://thebulletin.net.au/news/press-releases?rkey=20231217AE95944&filter=24765"")",,positive,363,500,863,0,$1.62244,Low,20.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Micro Investor,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930004&startDate=1702751940000&endDate=1702924740000"", ""https://www.microinvestor.com.au/news/press-releases?rkey=20231217AE95944&filter=24788"")",,positive,290,500,790,0,$1.4852,Low,5.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Sky Digital Media,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930986&startDate=1702751940000&endDate=1702924740000"", ""https://skydigital.com.au/news/press-releases?rkey=20231217AE95944&filter=24770"")",,positive,172,500,672,0,$1.26336,Low,8.0,,Australia,New South Wales,Byron Bay,
12/17/2023,Blog,dailybulletin.com.au,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916931191&startDate=1702751940000&endDate=1702924740000"", ""https://dailybulletin.com.au/news/press-releases?rkey=20231217AE95944&filter=24764"")",,positive,3057,1326,4383,0,$8.24004,Low,35.0,,Australia,New South Wales,,
12/17/2023,News,Hashtag,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930879&startDate=1702751940000&endDate=1702924740000"", ""https://hashtag.net.au/news/press-releases?rkey=20231217AE95944&filter=24776"")",,positive,612,747,1359,0,$2.55492,Low,22.0,,Australia,New South Wales,Sydney,
12/17/2023,News,Defence Review Asia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930488&startDate=1702751940000&endDate=1702924740000"", ""https://defencereviewasia.com/pr-newswire/?rkey=20231217AE95944&filter=20894"")",,positive,815,2645,3460,0,$6.5048,Low,30.0,,Singapore,,,
12/17/2023,News,Guest Posting Australia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930443&startDate=1702751940000&endDate=1702924740000"", ""https://www.guestposting.com.au/news/press-releases?rkey=20231217AE95944&filter=24790"")",,positive,83,500,583,0,$1.09604,Low,9.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Auzzi,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930495&startDate=1702751940000&endDate=1702924740000"", ""https://www.auzzi.com.au/news/press-releases?rkey=20231217AE95944&filter=24792"")",,positive,688,2148,2836,0,$5.33168,Low,16.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Weekend Times,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930093&startDate=1702751940000&endDate=1702924740000"", ""https://weekendtimes.com.au/news/press-releases?rkey=20231217AE95944&filter=24801"")",,positive,121,500,621,0,$1.16748,Low,11.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Viw,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930332&startDate=1702751940000&endDate=1702924740000"", ""https://www.viw.com.au/index.php/news/press-releases?rkey=20231217AE95944&filter=24768"")",,positive,429,276,706,0,$1.32728,Low,29.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Pitch Engine Australia,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916929959&startDate=1702751940000&endDate=1702924740000"", ""https://www.pitchengine.com.au/news/press-releases?rkey=20231217AE95944&filter=24781"")",,positive,410,500,910,0,$1.7108,Low,13.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,The Insiders Business News,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916930619&startDate=1702751940000&endDate=1702924740000"", ""https://www.theinsiders.com.au/news/press-releases?rkey=20231217AE95944&filter=24782"")",,positive,211,500,711,0,$1.33668,Low,11.0,,Australia,New South Wales,Byron Bay,
12/17/2023,News,Kalkine Media,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916948445&startDate=1702737000000&endDate=1702909800000"", ""https://kalkinemedia.com/news/prnews/register-now-for-the-citi-cup-fintech-competition"")",,positive,22303,30975,53278,0,$100.16264,Low,58.0,,Australia,New South Wales,Sydney,
12/17/2023,News,Yahoo! Finance,Register now for the Citi Cup fintech competition,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001916920965&startDate=1702706400000&endDate=1702879200000"", ""https://finance.yahoo.com/news/register-now-citi-cup-fintech-040900974.html"")",,positive,18310810,28590847,46901657,0,$88175.11516,High,93.0,,United States,New York,New York,
12/17/2023,News,我们的江苏网,RiTA 2023 held in Suzhou,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001915092383&startDate=1702692300000&endDate=1702865100000"", ""http://www.ourjiangsu.com/a/20231217/1702778803197.shtml"")",,neutral,23465,15737,39203,0,$73.70164,Low,12.0,,China,Jiangsu,Nanjing,
12/15/2023,News,www.sciencelink.net,Proefschrift met stripverhaal,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001910528345&startDate=1702539960000&endDate=1702712760000"", ""https://www.sciencelink.net/mensen-and-meningen/proefschrift-met-stripverhaal/21725.article"")",Jessica Vermeer,neutral,1655,5877,7533,0,$14.16204,Low,40.0,,United States,,,
12/15/2023,News,news.uark.edu,"U of A Rome Center to Host WoArch 2024 'Women as Builders, Designers, and Critics' Symposium","=HYPERLINK(""http://app2.cision.com/redir?s=8500001910169879&startDate=1702533600000&endDate=1702706400000"", ""https://news.uark.edu/articles/69136/u-of-a-rome-center-to-host-woarch-2024-women-as-builders-designers-and-critics-symposium"")",,neutral,22024,25836,47860,0,$89.9768,Low,73.0,,United States,Arkansas,Fayetteville,
12/12/2023,Blog,multiplatform.ai,Advancements in Robot Intelligence and AI Explored at RiTA 2023 Conference,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001901779427&startDate=1702309980000&endDate=1702482780000"", ""https://multiplatform.ai/advancements-in-robot-intelligence-and-ai-explored-at-rita-2023-conference/"")",Yana,positive,5371,3264,8635,0,$16.2338,Low,24.0,,United States,,,
12/8/2023,News,www.xjtlu.edu.cn,国际机器人智能技术及其应用会议在西浦创业家学院（太仓）举办 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003876427177&startDate=1701932520000&endDate=1702105320000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/rita2023_xjtlu_cn"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/8/2023,News,Times Higher Education (THE),Associate Dean for Professional Engagement job with XIAN JIAOTONG LIVERPOOL UNIVERSITY (XJTLU),"=HYPERLINK(""http://app2.cision.com/redir?s=8500001889719007&startDate=1701929732000&endDate=1702102532000"", ""https://www.timeshighereducation.com/unijobs/listing/360375/associate-dean-for-professional-engagement/?LinkSource=PremiumListing"")",,positive,915945,1250849,2166794,0,$4073.57272,Medium,82.0,,United Kingdom,,,
12/8/2023,News,www.xjtlu.edu.cn,把照顾绿植宠物和收拾屋子的工作交给机器人吧！西浦学生团队获全国大赛一等奖 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003875768953&startDate=1701914640000&endDate=1702087440000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/zhaogulvzhichongwujiqiren"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/7/2023,News,www.xjtlu.edu.cn,西浦学者研究表明：参加课外兴趣班未必能使幼儿领先他人 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003873712250&startDate=1701842400000&endDate=1702015200000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/kewaihuodongweibinengshiertonglingxiantaren"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,News,www.benoy.com,Gregory Kovacs Leads Lighting Design Contest with Xi'an Jiaotong - Liverpool University and iGuzzini | News,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870751215&startDate=1701777600000&endDate=1701950400000"", ""https://www.benoy.com/news/2023/12/gregory-kovacs-leads-lighting-design-contest-with-xian-jiaotong-liverpool-university-and-iguzzini/"")",,positive,6118,2593,8712,0,$16.37856,Low,51.0,,United States,,,
12/6/2023,News,Adkhabar,Kikkoman applies science to crack the code on which Indian ingredients are best paired with Kikkoman Soy Sauce,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001883511582&startDate=1701773139000&endDate=1701945939000"", ""https://adkhabar.com/kikkoman-applies-science-to-crack-the-code-on-which-indian-ingredients-are-best-paired-with-kikkoman-soy-sauce/"")",https://www.facebook.com/AdKhabarCom/,positive,89,500,589,0,$1.10732,Low,4.0,,,,,
12/6/2023,News,www.xjtlu.edu.cn,助力城市可持续发展 西浦学者提出水资源管理新方法 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870951807&startDate=1701766140000&endDate=1701938940000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/shuiziyuanguanlixinfangfa"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,News,www.xjtlu.edu.cn,西浦学生聚焦视障者社会融入 荣获南风窗2023调研中国年度冠军 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870951167&startDate=1701755400000&endDate=1701928200000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/xipuxueshengjujiaoshizhangzheshehuirongru"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,News,www.xjtlu.edu.cn,影视艺术学院“电影工业化——思考与实践”主题系列活动 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870305835&startDate=1701752400000&endDate=1701925200000"", ""https://www.xjtlu.edu.cn/zh/events/2023/12/softadianyinggongyehuasikaoyushijian"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,Blog,ELT Calendar Japan,Dec 16 - A Conceptual Toolkit for Language Teaching Practitioners: Applications in the Japanese Context,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870309537&startDate=1701747840000&endDate=1701920640000"", ""http://www.eltcalendar.com/events/details/8676"")",,positive,1983,2029,4012,0,$7.54256,Low,29.0,,United States,,,
12/6/2023,News,www.xjtlu.edu.cn,Nibble: A bite-sized Exhibition of Transdisciplinary Arts by ATE - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870312868&startDate=1701746640000&endDate=1701919440000"", ""https://www.xjtlu.edu.cn/zh/events/2023/12/form_innovation_audience"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,News,www.xjtlu.edu.cn,在西浦应用语言学系就读「多语研究硕士课程」是一种什么样的体验 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870312116&startDate=1701745200000&endDate=1701918000000"", ""https://www.xjtlu.edu.cn/zh/news/2023/12/duoyuyanjiushuoshikecheng"")",,positive,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
12/6/2023,News,Times Higher Education (THE),Faculty Position in Syntegrative Education job with XIAN JIAOTONG LIVERPOOL UNIVERSITY (XJTLU),"=HYPERLINK(""http://app2.cision.com/redir?s=8500001882565359&startDate=1701745192000&endDate=1701917992000"", ""https://www.timeshighereducation.com/unijobs/listing/360046/faculty-position-in-syntegrative-education/?LinkSource=PremiumListing"")",,positive,915945,1250849,2166794,0,$4073.57272,Medium,82.0,,United Kingdom,,,
12/6/2023,News,Water Industry (KR),글로벌물산업정보센터,"=HYPERLINK(""http://app2.cision.com/redir?s=8500001882370627&startDate=1701738837000&endDate=1701911637000"", ""http://waterindustry.co.kr/overseas/overseas01.php?ptype=view&idx=130056"")",,positive,1317,539,1857,0,$3.49116,Low,3.0,,,,,
12/6/2023,News,www.xjtlu.edu.cn,影视与创意科技学院第二届文化创意产业艺术展 - Xi'an Jiaotong-Liverpool University,"=HYPERLINK(""http://app2.cision.com/redir?s=8600003870313389&startDate=1701738000000&endDate=1701910800000"", ""https://www.xjtlu.edu.cn/zh/events/2023/12/ccidierjiewenhuahcuangyichanyeyishuzhan"")",,neutral,47611,40976,88588,0,$166.54544,Low,47.0,,China,,,
