Date,Media Type,Media Outlet,Title,Link,Author,Sentiment,Desktop Readership,Mobile Readership,Total Readership,Shares,Ad Equivalency,Article Impact,SEO Impact,Language,Country,State,City,,,,
7/8/2024,News,News Hub Asia,"To save bees, scientists say focus on habitat, then pesticides",https://www.newshubasia.com/prnewswire/?rkey=20240708AE55841&filter=17397,,neutral,574,349,924,0,$1.74 ,Low,29,English,Malaysia,Wilayah Persekutuan Kuala Lumpur,,,,,
7/8/2024,Blog,Tekkaus,"To save bees, scientists say focus on habitat, then pesticides",https://www.tekkaus.com/p/prnewswire.html?rkey=20240708AE55841&filter=14344,,neutral,861,535,1397,0,$2.63 ,Low,58,English,Malaysia,,,,,,
7/8/2024,News,MSN,"To save bees, scientists say focus on habitat, then pesticides",https://www.msn.com/en-ph/news/other/to-save-bees-scientists-say-focus-on-habitat-then-pesticides/ar-BB1pBQtd?ocid=Peregrine,,neutral,46339884,109125124,155465009,0,"$292,274.22 ",Medium,94,English,United States,Washington,Redmond,,,,
7/8/2024,News,China Briefing,"To save bees, scientists say focus on habitat, then pesticides",https://www.china-briefing.com/news/partnernews/?rkey=20240708AE55841&filter=3396,,neutral,94582,142088,236671,0,$444.94 ,Medium,63,English,China,Beijing,Beijing,,,,
7/8/2024,News,Defence Review Asia,"To save bees, scientists say focus on habitat, then pesticides",https://defencereviewasia.com/pr-newswire/?rkey=20240708AE55841&filter=20894,,neutral,2006,49,2056,0,$3.87 ,Low,30,English,Singapore,,,,,,
7/8/2024,News,www.businesses.com.au,"To save bees, scientists say focus on habitat, then pesticides",https://www.businesses.com.au/news/press-releases?rkey=20240708AE55841&filter=24767,,neutral,1859,933,2792,0,$5.25 ,Low,33,English,Australia,,,,,,
7/8/2024,News,The Insiders Business News,"To save bees, scientists say focus on habitat, then pesticides",https://www.theinsiders.com.au/news/press-releases?rkey=20240708AE55841&filter=24782,,neutral,171,500,671,0,$1.26 ,Low,11,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Startup News Asia,"To save bees, scientists say focus on habitat, then pesticides",https://www.startupnewsasia.com/pr-newswire-asia?rkey=20240708AE55841&filter=21049,,neutral,30,500,530,0,$1.00 ,Low,19,English,Australia,Victoria,Melbourne,,,,
7/8/2024,News,Micro Investor,"To save bees, scientists say focus on habitat, then pesticides",https://www.microinvestor.com.au/news/press-releases?rkey=20240708AE55841&filter=24788,,neutral,184,500,684,0,$1.29 ,Low,6,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Pitch Engine Australia,"To save bees, scientists say focus on habitat, then pesticides",https://www.pitchengine.com.au/news/press-releases?rkey=20240708AE55841&filter=24781,,neutral,180,500,680,0,$1.28 ,Low,12,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,ModernAustralian.com,"To save bees, scientists say focus on habitat, then pesticides",https://www.modernaustralian.com/news/press-releases?rkey=20240708AE55841&filter=24783,,neutral,412,450,863,0,$1.62 ,Low,30,English,Australia,New South Wales,Sydney,,,,
7/8/2024,News,Telegraph,"To save bees, scientists say focus on habitat, then pesticides",https://www.telegraph.net.au/news/press-releases?rkey=20240708AE55841&filter=24775,,neutral,687,991,1679,0,$3.16 ,Low,19,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,News Pronto,"To save bees, scientists say focus on habitat, then pesticides",https://www.newspronto.com/business/press-releases?rkey=20240708AE55841&filter=24772,,neutral,383,500,883,0,$1.66 ,Low,26,English,Australia,New South Wales,Parramatta,,,,
7/8/2024,News,Auzzi,"To save bees, scientists say focus on habitat, then pesticides",https://www.auzzi.com.au/news/press-releases?rkey=20240708AE55841&filter=24792,,neutral,417,5805,6222,0,$11.70 ,Low,16,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,NewsBlaze Australia,"To save bees, scientists say focus on habitat, then pesticides",https://newsblaze.com.au/latest-news-pr-newswire?rkey=20240708AE55841&filter=12968,,neutral,359,500,859,0,$1.61 ,Low,16,English,Australia,South Australia,Murray Bridge,,,,
7/8/2024,News,Guest Posting Australia,"To save bees, scientists say focus on habitat, then pesticides",https://www.guestposting.com.au/news/press-releases?rkey=20240708AE55841&filter=24790,,neutral,112,500,612,0,$1.15 ,Low,9,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Viw,"To save bees, scientists say focus on habitat, then pesticides",https://www.viw.com.au/index.php/news/press-releases?rkey=20240708AE55841&filter=24768,,neutral,993,533,1527,0,$2.87 ,Low,29,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,The Bulletin,"To save bees, scientists say focus on habitat, then pesticides",https://thebulletin.net.au/news/press-releases?rkey=20240708AE55841&filter=24765,,neutral,522,500,1022,0,$1.92 ,Low,21,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Sky Digital Media,"To save bees, scientists say focus on habitat, then pesticides",https://skydigital.com.au/news/press-releases?rkey=20240708AE55841&filter=24770,,neutral,139,500,639,0,$1.20 ,Low,9,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Weekend Times,"To save bees, scientists say focus on habitat, then pesticides",https://weekendtimes.com.au/news/press-releases?rkey=20240708AE55841&filter=24801,,neutral,159,500,659,0,$1.24 ,Low,11,English,Australia,New South Wales,Byron Bay,,,,
7/8/2024,News,Hashtag,"To save bees, scientists say focus on habitat, then pesticides",https://hashtag.net.au/news/press-releases?rkey=20240708AE55841&filter=24776,,neutral,1605,747,2352,0,$4.42 ,Low,21,English,Australia,New South Wales,Sydney,,,,
7/8/2024,Blog,dailybulletin.com.au,"To save bees, scientists say focus on habitat, then pesticides",https://dailybulletin.com.au/news/press-releases?rkey=20240708AE55841&filter=24764,,neutral,1027,4528,5555,0,$10.44 ,Low,34,English,Australia,New South Wales,,,,,
7/8/2024,News,Transmedia Victoria,"To save bees, scientists say focus on habitat, then pesticides",https://transmediavictoria.net.au/?p=27755,admin_tony,neutral,74,500,574,0,$1.08 ,Low,21,English,Australia,Victoria,Melbourne,,,,
7/7/2024,News,Eurasia Review,"To Save Bees, Scientists Say Focus On Habitat First, Then Pesticides",https://www.eurasiareview.com/08072024-to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides,Eurasia Review,neutral,47523,232735,280259,2,$526.89 ,Medium,67,English,United States,Ohio,Oregon,,,,
7/7/2024,News,Asia Pacific Star,"To save bees, scientists say focus on habitat, then pesticides",https://www.asiapacificstar.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,30,500,530,0,$1.00 ,Low,22,English,Australia,New South Wales,Sydney,,,,
7/7/2024,News,mobiledista.com,"To save bees, scientists say focus on habitat, then pesticides",https://mobiledista.com/to-save-bees-scientists-say-focus-on-habitat-then-pesticides/,,neutral,119,1972,2092,0,$3.93 ,Low,33,English,Thailand,Krung Thep Maha Nakhon [Bangkok],Bangkok,,,,
7/7/2024,Blog,9krapalm.com,"To save bees, scientists say focus on habitat, then pesticides",https://9krapalm.com/to-save-bees-scientists-say-focus-on-habitat-then-pesticides/,2 minutes,neutral,246,500,746,0,$1.40 ,Low,18,English,Thailand,Krung Thep Maha Nakhon [Bangkok],Bangkok,,,,
7/7/2024,News,Jakarta Investor,"To save bees, scientists say focus on habitat, then pesticides",https://www.jakartainvestor.web.id/p/blog-page.html?rkey=20240708AE55841&filter=2440,,neutral,38,500,538,0,$1.01 ,Low,20,English,Indonesia,,,,,,
7/7/2024,Blog,Jakarta News,"To save bees, scientists say focus on habitat, then pesticides",https://www.jakartanews.net/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,159,2,162,0,$0.30 ,Low,27,English,Bahrain,,,,,,
7/7/2024,News,Philippine Times,"To save bees, scientists say focus on habitat, then pesticides",https://www.philippinetimes.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,1031,173,1204,0,$2.26 ,Low,36,English,Philippines,,,,,,
7/7/2024,News,Singapore Star,"To save bees, scientists say focus on habitat, then pesticides",https://www.singaporestar.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,552,500,1052,0,$1.98 ,Low,25,English,Australia,New South Wales,Sydney,,,,
7/7/2024,News,Lihua Zhongshan Hotel,"To save bees, scientists say focus on habitat, then pesticides",http://en27863.888ou.com/newsdetail-804481.html,,neutral,500,500,1000,0,$1.88 ,Low,,English,China,Hebei,Hebei,,,,
7/7/2024,News,Malaysia Sun,"To save bees, scientists say focus on habitat, then pesticides",https://www.malaysiasun.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,PR Newswire,neutral,3573,21172,24746,0,$46.52 ,Low,52,English,Australia,New South Wales,Sydney,,,,
7/7/2024,News,Kuala Lumpur Times,"To save bees, scientists say focus on habitat, then pesticides",https://www.kualalumpurtimes.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,183,500,683,0,$1.28 ,Low,17,English,Australia,New South Wales,Sydney,,,,
7/7/2024,News,88iv.com,"To save bees, scientists say focus on habitat, then pesticides",https://www.88iv.com/en/n.html?id=100914847050462616&cat=prnasia,,neutral,568,1021,1590,0,$2.99 ,Low,25,English,Hong Kong,,,,,,
7/7/2024,News,Movetoasia,"To save bees, scientists say focus on habitat, then pesticides",https://news.movetoasia.com/?rkey=20240708AE55841&filter=21817,,neutral,86,500,586,0,$1.10 ,Low,23,English,Viet Nam,Ho Chi Minh [Sai Gon],Ho Chi Minh City,,,,
7/7/2024,News,The Tokyo News.net,"To save bees, scientists say focus on habitat, then pesticides",https://www.thetokyonews.net/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,"PR Newswire08 Jul 2024, 21:49 GMT+10",neutral,529,500,1029,0,$1.93 ,Low,24,English,Japan,Tôkyô [Tokyo],Tokyo,,,,
7/7/2024,News,Australian Associated Press,"To save bees, scientists say focus on habitat, then pesticides",https://www.aap.com.au/aapreleases/cision20240708ae55841/,,neutral,48974,104766,153740,0,$289.03 ,Low,66,English,Australia,New South Wales,Sydney,,,,
7/7/2024,News,Sydney Sun,"To save bees, scientists say focus on habitat, then pesticides",https://www.sydneysun.com/news/274447100/to-save-bees-scientists-say-focus-on-habitat-then-pesticides,,neutral,360,500,860,0,$1.62 ,Low,23,English,Australia,New South Wales,Sydney,,,,
7/6/2024,News,Swifttelecast,"To save bees, scientists say focus on habitat first, then pesticides",http://swifttelecast.com/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides,Milton Acorn,neutral,750,2328,3078,0,$5.79 ,Low,61,English,United States,Virginia,South Boston,,,,
7/6/2024,News,NewsConcerns,"To save bees, scientists say focus on habitat first, then pesticides",https://newsconcerns.com/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides/,,neutral,1886,944,2830,0,$5.32 ,Low,62,English,United States,New Jersey,Fords,,,,
7/6/2024,Blog,NewsGram,"To save bees, scientists say focus on habitat first, then pesticides",https://www.newsgram.com/environment/2024/07/05/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides,NewsGram Desk,neutral,4287,37642,41929,0,$78.83 ,Low,57,English,United States,Illinois,Chicago,,,,
7/6/2024,News,svijetkulture.com,"Pčele spasiti staništem, a tek onda smanjenjem pesticida, tvrde znanstvenici",https://svijetkulture.com/pcele-spasiti-stanistem-a-tek-onda-smanjenjem-pesticida-tvrde-znanstvenici,SVIJET KULTURE,neutral,862,325,1188,2,$2.23 ,Low,27,Croatian,Croatia,,,,,,
7/5/2024,News,Lab Manager,"To Save Bees, Scientists Say Focus on Habitat First, Then Pesticides",https://www.labmanager.com/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides-32472,Xi'an Jiaotong-Liverpool University,neutral,38547,72158,110705,0,$208.13 ,Low,58,English,United States,Texas,Waco,,,,
7/5/2024,News,BIOENGINEER.ORG,"To save bees, scientists say focus on habitat first, then pesticides",https://bioengineer.org/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides/,by,neutral,2656,790,3446,0,$6.48 ,Low,46,English,United States,New York,New York,,,,
7/5/2024,News,Scienmag,"To save bees, scientists say focus on habitat first, then pesticides",https://scienmag.com/to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides/,admin,neutral,3169,16523,19693,0,$37.02 ,Low,59,English,United Kingdom,"London, City of",London,,,,
7/5/2024,News,Lab Manager,Xi'an Jiaotong-Liverpool University Author Profile,https://www.labmanager.com/author/xi-an-jiaotong-liverpool-university,,neutral,38547,72158,110705,0,$208.13 ,Low,58,English,United States,Texas,Waco,,,,
7/4/2024,News,AlphaGalileo,"To save bees, scientists say focus on habitat first, then pesticides",https://www.alphagalileo.org/en-gb/Item-Display?ItemId=247823,Xi'an Jiaotong-Liverpool University (XJTLU),neutral,2444,116,2561,0,$4.81 ,Low,67,English,United Kingdom,"London, City of",London,,,,
7/4/2024,News,Skynews.icu,"To save bees, scientists say focus on habitat first, then pesticides – Sky News: The Latest News from the World",https://skynews.icu/science/659867-to-save-bees-scientists-say-focus-on-habitat-first-then-pesticides/,,neutral,1753,740,2493,0,$4.69 ,Low,25,English,United Kingdom,"London, City of",London,,,,
7/4/2024,News,Phys.org,"To save bees, scientists say focus on habitat first, then pesticides",https://phys.org/news/2024-07-bees-scientists-focus-habitat-pesticides.html,Catherine Diamond,neutral,877569,6216686,7094256,0,"$13,337.20 ",Medium,90,English,United States,,,,,,
7/4/2024,News,EurekAlert!,"To save bees, scientists say focus on habitat | EurekAlert!",https://www.eurekalert.org/news-releases/1050427,XJTLU,neutral,157508,346468,503976,0,$947.47 ,Medium,91,English,United States,District of Columbia,Washington,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,219737244,,"$413,010.03 ",,,,,,,,,,
